日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index English Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
2023-05-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5233.0,5233.0,5180.71,5194.24,-36.88,-0.7,64797.1,8214.63,4621
2023-05-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5182.53,5212.44,5175.28,5198.2,3.96,0.08,58556.63,7356.12,4622
2023-05-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5203.18,5224.68,5184.41,5205.97,7.77,0.15,65277.31,8290.15,4624
2023-05-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5194.48,5223.52,5172.08,5198.76,-7.21,-0.14,60881.65,7899.09,4624
2023-05-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5193.23,5228.84,5184.74,5217.14,18.38,0.35,58774.41,7434.62,4627
2023-05-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5214.98,5216.1,5153.54,5153.55,-63.58,-1.22,58281.94,7145.53,4627
2023-05-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5138.95,5157.5,5107.68,5111.23,-42.32,-0.82,60217.54,7463.8,4630
2023-05-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5102.55,5119.37,5050.8,5101.18,-10.06,-0.2,62730.6,7947.78,4631
2023-05-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5097.83,5129.22,5066.8,5120.05,18.87,0.37,58657.45,7607.14,4633
2023-05-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5131.52,5139.43,5090.36,5101.95,-18.1,-0.35,66165.09,8641.24,4635
2023-05-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5091.77,5119.02,5047.47,5119.02,17.07,0.33,66889.9,8754.76,4635
2023-05-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5107.33,5112.51,5068.03,5091.77,-27.25,-0.53,64831.44,8798.59,4635
2023-06-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5076.62,5135.03,5069.81,5101.97,10.2,0.2,69915.34,9265.79,4635
2023-06-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5115.6,5163.4,5115.6,5157.35,55.39,1.09,66823.92,8845.57,4635
2023-06-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5157.25,5159.19,5134.62,5151.1,-6.26,-0.12,62539.3,8218.6,4635
2023-06-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5144.99,5152.79,5064.69,5074.06,-77.04,-1.49,69033.82,8799.42,4640
2023-06-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5077.64,5093.03,5054.7,5069.13,-4.93,-0.1,57883.62,7654.37,4640
2023-06-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5064.98,5095.51,5036.79,5073.33,4.2,0.08,63130.32,8063.79,4644
2023-06-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5075.0,5103.33,5062.01,5103.31,29.98,0.59,69002.84,9297.02,4645
2023-06-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5094.23,5137.86,5079.84,5121.94,18.63,0.37,68068.97,9096.36,4615
2023-06-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5114.5,5147.43,5112.82,5144.77,22.83,0.44,64452.55,8876.98,4615
2023-06-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5150.4,5169.13,5145.09,5149.48,4.71,0.09,69100.88,9443.62,4617
2023-06-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5154.42,5203.91,5152.65,5203.91,54.43,1.06,70394.12,10147.2,4617
2023-06-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5207.51,5254.26,5203.61,5250.18,46.27,0.89,70961.15,10107.86,4617
2023-06-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5247.49,5247.73,5226.55,5233.55,-16.63,-0.32,71540.01,10456.02,4620
2023-06-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5227.26,5242.21,5213.96,5224.73,-8.82,-0.17,68587.82,10287.91,4621
2023-06-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5208.59,5215.14,5131.42,5131.43,-93.31,-1.79,67818.21,9651.28,4621
2023-06-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5094.39,5105.89,5034.83,5044.8,-86.62,-1.69,69931.24,9280.08,4630
2023-06-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5048.38,5110.13,5047.88,5105.61,60.81,1.2,62605.37,7989.21,4630
2023-06-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5097.51,5101.27,5025.92,5092.32,-13.29,-0.26,63846.57,8389.29,4630
2023-06-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5084.72,5116.8,5082.64,5095.22,2.9,0.06,59990.87,8180.28,4632
2023-06-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5088.29,5155.73,5083.22,5138.62,43.39,0.85,63802.22,8667.98,4634
2023-07-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5151.2,5191.69,5146.33,5181.81,43.2,0.84,72083.23,9769.01,4636
2023-07-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5178.24,5196.54,5168.73,5196.54,14.73,0.28,64498.73,8813.86,4636
2023-07-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5191.65,5191.65,5151.06,5157.63,-38.91,-0.75,61347.97,8182.88,4639
2023-07-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5145.85,5174.92,5128.04,5135.28,-22.35,-0.43,58846.61,7753.67,4642
2023-07-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5122.22,5135.33,5095.16,5108.28,-27.01,-0.53,60459.56,7526.17,4644
2023-07-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5125.63,5145.48,5106.18,5123.18,14.9,0.29,54847.06,7177.78,4647
2023-07-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5131.54,5159.17,5118.55,5159.17,35.99,0.7,54488.24,7259.0,4648
2023-07-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5155.78,5160.73,5102.45,5107.33,-51.84,-1.0,65262.7,8566.34,4650
2023-07-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5121.2,5174.83,5121.2,5171.52,64.19,1.26,63798.78,8627.26,4652
2023-07-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5177.66,5185.36,5166.37,5169.78,-1.74,-0.03,63868.97,8606.84,4652
2023-07-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5150.4,5150.4,5118.03,5141.53,-28.26,-0.55,58466.83,7514.44,4664
2023-07-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5145.02,5150.33,5117.15,5129.47,-12.06,-0.23,56836.69,7268.1,4665
2023-07-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5123.92,5140.95,5095.39,5121.6,-7.87,-0.15,51792.88,6500.58,4665
2023-07-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5128.04,5141.73,5066.14,5071.65,-49.95,-0.97,59651.15,7307.51,4665
2023-07-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5062.64,5099.26,5050.64,5066.18,-5.47,-0.11,56985.89,6606.43,4665
2023-07-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5051.01,5085.3,5038.27,5053.87,-12.31,-0.24,54395.91,6171.18,4668
2023-07-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5114.94,5165.6,5114.94,5165.6,111.73,2.21,75854.13,8986.21,4671
2023-07-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5160.22,5160.22,5133.15,5146.45,-19.15,-0.37,70130.24,7414.51,4672
2023-07-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5150.61,5171.61,5116.8,5125.0,-21.45,-0.42,71826.21,7329.47,4673
2023-07-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5110.35,5214.1,5100.45,5206.8,81.8,1.6,84935.8,8978.21,4674
2023-07-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5228.08,5280.13,5228.08,5244.45,37.64,0.72,96120.41,10533.08,4677
2023-08-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5239.73,5255.49,5214.88,5232.47,-11.98,-0.23,90452.39,9037.68,4678
2023-08-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5220.62,5240.37,5194.56,5209.17,-23.3,-0.44,80445.99,7899.52,4680
2023-08-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5195.25,5232.85,5188.7,5232.76,23.6,0.45,76779.94,7844.07,4680
2023-08-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5258.12,5286.68,5237.61,5252.45,19.68,0.38,92703.79,9978.63,4681
2023-08-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5236.24,5236.24,5202.39,5217.83,-34.62,-0.66,74816.93,8368.6,4686
2023-08-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5207.99,5221.98,5183.48,5200.08,-17.75,-0.34,66628.77,7438.65,4690
2023-08-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5184.73,5197.32,5163.03,5169.55,-30.53,-0.59,60167.09,6786.02,4691
2023-08-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5163.09,5183.23,5147.24,5179.27,9.71,0.19,57348.64,6247.44,4693
2023-08-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5181.8,5181.85,5073.37,5073.38,-105.88,-2.04,66588.49,6989.61,4695
2023-08-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5025.27,5065.02,4996.02,5063.07,-10.31,-0.2,61308.84,6821.19,4698
2023-08-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5065.03,5071.4,4994.51,5037.6,-25.47,-0.5,56768.3,6383.14,4699
2023-08-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5019.75,5040.53,4992.73,4992.85,-44.75,-0.89,57680.68,6337.89,4701
2023-08-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4973.67,5032.69,4946.83,5027.5,34.65,0.69,60744.77,6676.23,4703
2023-08-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5027.43,5041.15,4951.47,4951.47,-76.03,-1.51,61574.54,6614.42,4709
2023-08-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4940.45,4964.74,4894.71,4894.71,-56.76,-1.15,54986.93,6061.62,4712
2023-08-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4916.54,4936.62,4847.2,4927.72,33.01,0.67,65431.32,7377.07,4714
2023-08-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4918.33,4918.33,4840.76,4841.23,-86.49,-1.75,57529.51,6373.47,4715
2023-08-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4857.29,4901.88,4830.74,4863.48,22.25,0.46,63348.24,7206.03,4715
2023-08-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4839.12,4856.9,4792.97,4810.39,-53.09,-1.09,64955.28,7064.87,4718
2023-08-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5070.86,5070.86,4848.84,4861.11,50.72,1.05,97859.4,10579.4,4720
2023-08-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4849.31,4973.37,4847.67,4958.5,97.39,2.0,87175.41,9650.64,4722
2023-08-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4970.04,5000.61,4949.8,4969.73,11.23,0.23,78886.79,9078.5,4722
2023-08-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4964.79,4969.68,4931.19,4939.64,-30.09,-0.6,68085.69,7632.75,4727
2023-09-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4950.88,4977.47,4943.09,4958.73,19.09,0.39,61954.42,6844.1,4729
2023-09-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4981.07,5032.73,4970.73,5032.73,74.0,1.49,75278.04,8338.43,4734
2023-09-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,5022.45,5025.12,4991.98,5000.05,-32.68,-0.65,64963.66,7474.05,4735
2023-09-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4984.41,5009.41,4966.81,5004.06,4.01,0.08,61054.27,7140.35,4735
2023-09-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4993.65,4993.65,4926.84,4927.15,-76.91,-1.54,62698.96,7124.87,4735
2023-09-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4912.6,4937.88,4899.0,4921.35,-5.8,-0.12,54148.05,6318.77,4738
2023-09-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4925.87,4989.35,4910.38,4968.09,46.74,0.95,65451.32,7909.18,4744
2023-09-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4964.23,4980.79,4953.82,4962.13,-5.97,-0.12,55253.14,6643.05,4744
2023-09-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4956.71,4963.87,4889.76,4917.54,-44.58,-0.9,57836.94,6543.68,4746
2023-09-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4916.49,4922.97,4880.25,4902.25,-15.29,-0.31,57219.03,6252.93,4747
2023-09-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4912.56,4926.51,4874.31,4890.08,-12.17,-0.25,59596.48,6827.41,4748
2023-09-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4876.07,4922.79,4859.78,4910.57,20.48,0.42,56678.9,6605.68,4748
2023-09-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4904.76,4904.76,4869.07,4884.23,-26.34,-0.54,54307.0,5989.46,4753
2023-09-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4876.3,4882.15,4855.68,4855.68,-28.55,-0.58,49236.3,5369.8,4753
2023-09-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4845.54,4864.71,4818.03,4818.03,-37.65,-0.77,49657.48,5442.79,4757
2023-09-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4815.2,4905.8,4807.32,4905.14,87.11,1.81,61383.73,7236.55,4758
2023-09-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4903.66,4903.66,4871.7,4878.82,-26.32,-0.54,57540.83,6799.88,4760
2023-09-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4873.09,4885.31,4855.18,4855.18,-23.64,-0.48,51573.37,6300.7,4764
2023-09-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4854.3,4902.85,4854.11,4872.61,17.43,0.36,55966.86,6784.4,4768
2023-09-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4885.73,4895.98,4872.7,4886.03,13.42,0.27,56409.78,6787.24,4771
2023-10-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4877.01,4884.99,4834.97,4873.37,-12.66,-0.26,62582.04,7347.77,4777
2023-10-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4885.4,4892.51,4846.79,4849.93,-23.44,-0.48,62566.6,7385.45,4779
2023-10-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4865.21,4889.38,4848.32,4860.96,11.03,0.23,64369.63,8020.47,4781
2023-10-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4890.08,4902.18,4873.95,4900.4,39.44,0.81,65446.79,7966.41,4783
2023-10-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4874.89,4876.17,4850.58,4863.66,-36.74,-0.75,63774.72,7729.93,4786
2023-10-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4866.34,4866.51,4802.98,4821.16,-42.51,-0.87,66281.24,7784.88,4789
2023-10-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4827.01,4829.06,4799.93,4827.6,6.45,0.13,60882.69,6989.54,4789
2023-10-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4815.08,4815.08,4767.89,4770.08,-57.53,-1.19,63628.71,7320.61,4792
2023-10-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4744.07,4758.11,4693.79,4694.33,-75.75,-1.59,67487.21,7755.72,4796
2023-10-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4674.16,4699.27,4647.47,4655.11,-39.22,-0.83,61383.48,6987.09,4796
2023-10-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4639.49,4639.49,4551.99,4575.23,-79.88,-1.72,63932.48,6889.28,4796
2023-10-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4588.1,4632.15,4565.15,4624.28,49.05,1.07,68784.48,7684.72,4796
2023-10-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4661.8,4689.98,4657.96,4662.67,38.39,0.83,74784.09,8372.34,4799
2023-10-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4637.38,4682.95,4626.35,4680.09,17.42,0.37,70338.9,8070.86,4803
2023-10-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4664.54,4764.78,4657.31,4747.69,67.6,1.44,77360.12,9221.27,4804
2023-10-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4736.71,4803.87,4736.61,4793.93,46.24,0.97,82752.58,9977.38,4806
2023-10-31,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4792.01,4793.28,4754.65,4774.51,-19.42,-0.4,75199.6,8810.5,4810
2023-11-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4796.66,4797.26,4762.42,4772.09,-2.43,-0.05,66430.3,7778.13,4813
2023-11-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4778.08,4791.82,4734.52,4734.71,-37.38,-0.78,64794.48,7350.41,4813
2023-11-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4740.26,4798.02,4740.26,4783.5,48.79,1.03,65639.03,7739.81,4813
2023-11-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4813.45,4866.5,4813.45,4865.46,81.96,1.71,85998.64,10221.39,4813
2023-11-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4856.7,4880.12,4841.99,4868.53,3.07,0.06,78948.08,9499.64,4815
2023-11-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4861.08,4886.97,4841.29,4869.52,0.99,0.02,82388.87,9943.11,4816
2023-11-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4862.1,4886.61,4844.5,4854.64,-14.88,-0.31,75374.15,9199.5,4819
2023-11-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4835.0,4838.6,4812.22,4830.8,-23.84,-0.49,65310.87,7907.38,4820
2023-11-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4842.8,4852.99,4821.39,4849.36,18.56,0.38,68808.57,8303.19,4821
2023-11-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4849.35,4875.77,4846.0,4866.57,17.22,0.36,71217.63,8540.58,4822
2023-11-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4906.67,4911.11,4882.83,4896.22,29.64,0.61,74967.89,9441.74,4822
2023-11-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4884.57,4890.03,4852.22,4852.22,-44.0,-0.9,67178.41,8124.07,4826
2023-11-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4840.27,4868.8,4833.73,4867.96,15.75,0.32,65978.59,7912.32,4827
2023-11-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4872.68,4900.86,4850.54,4894.92,26.96,0.55,72226.88,8859.34,4832
2023-11-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4905.19,4928.13,4876.6,4884.64,-10.29,-0.21,83582.66,9617.81,4833
2023-11-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4869.01,4882.46,4832.43,4832.43,-52.21,-1.07,75281.44,8456.56,4835
2023-11-23,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4827.22,4868.96,4814.81,4867.25,34.82,0.72,70496.68,7966.9,4835
2023-11-24,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4865.4,4865.4,4814.08,4823.23,-44.01,-0.9,71680.43,7880.92,4836
2023-11-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4817.19,4818.3,4782.23,4807.66,-15.57,-0.32,71464.75,8153.12,4838
2023-11-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4802.33,4826.52,4785.96,4826.05,18.39,0.38,63771.41,7525.23,4839
2023-11-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4824.72,4825.57,4784.35,4790.98,-35.07,-0.73,64997.19,7528.46,4840
2023-11-30,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4785.78,4797.23,4756.77,4785.4,-5.58,-0.12,64812.9,7473.02,4842
2023-12-01,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4782.78,4804.66,4754.92,4794.69,9.29,0.19,68506.75,8098.73,4844
2023-12-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4795.95,4805.8,4778.77,4778.99,-15.7,-0.33,68925.52,8271.65,4846
2023-12-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4766.48,4766.48,4690.43,4690.43,-88.56,-1.85,68199.69,7981.36,4847
2023-12-06,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4680.38,4734.96,4675.54,4705.74,15.31,0.33,68305.18,7946.84,4848
2023-12-07,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4700.0,4714.84,4674.85,4697.83,-7.91,-0.17,67844.68,8003.25,4850
2023-12-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4698.31,4715.29,4689.05,4693.89,-3.95,-0.08,79065.21,9362.79,4854
2023-12-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4670.59,4740.6,4633.43,4735.31,41.42,0.88,76274.04,8871.97,4861
2023-12-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4728.48,4747.67,4723.87,4746.23,10.92,0.23,64887.86,7651.52,4864
2023-12-13,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4737.22,4737.22,4689.25,4689.25,-56.98,-1.2,63809.83,7492.62,4865
2023-12-14,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4709.04,4728.36,4667.49,4668.91,-20.34,-0.43,62764.6,7219.93,4867
2023-12-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4681.15,4698.38,4640.05,4647.59,-21.32,-0.46,63462.56,7148.55,4871
2023-12-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4634.69,4648.01,4597.14,4606.05,-41.53,-0.89,63334.03,6760.41,4875
2023-12-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4601.62,4626.17,4579.03,4610.52,4.46,0.1,57196.14,6259.88,4875
2023-12-20,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4613.39,4618.08,4553.02,4553.02,-57.49,-1.25,57725.16,6445.66,4877
2023-12-21,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4535.35,4599.79,4516.1,4588.76,35.74,0.78,63422.71,7157.94,4880
2023-12-22,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4587.59,4611.86,4549.87,4563.43,-25.33,-0.55,67404.11,7535.98,4883
2023-12-25,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4555.05,4574.62,4542.79,4568.3,4.87,0.11,52838.02,5903.37,4887
2023-12-26,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4566.21,4566.21,4508.59,4521.84,-46.46,-1.02,52452.93,5921.1,4890
2023-12-27,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4525.08,4551.16,4507.53,4545.31,23.48,0.52,55800.98,6178.98,4893
2023-12-28,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4540.9,4651.45,4534.09,4637.47,92.16,2.03,73225.28,8608.06,4897
2023-12-29,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4632.47,4682.99,4631.33,4682.38,44.91,0.97,66989.75,8024.14,4899
2024-01-02,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4681.55,4681.55,4649.67,4649.67,-32.71,-0.7,67997.9,7748.54,4905
2024-01-03,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4639.29,4654.69,4609.45,4634.94,-14.73,-0.32,64218.13,7233.76,4905
2024-01-04,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4629.69,4629.69,4577.34,4600.09,-34.86,-0.75,58126.3,6589.34,4905
2024-01-05,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4594.85,4615.61,4524.95,4545.15,-54.94,-1.19,64951.31,7146.56,4905
2024-01-08,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4535.89,4539.45,4467.0,4467.0,-78.15,-1.72,59172.55,6371.56,4906
2024-01-09,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4471.29,4505.97,4452.76,4479.58,12.58,0.28,59889.29,6546.4,4906
2024-01-10,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4467.14,4498.1,4426.54,4451.26,-28.31,-0.63,56937.58,6263.55,4906
2024-01-11,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4447.49,4517.86,4442.34,4502.07,50.81,1.14,62092.79,6855.14,4907
2024-01-12,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4491.56,4525.52,4477.98,4477.98,-24.09,-0.53,61183.0,6506.63,4907
2024-01-15,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4461.43,4505.73,4446.31,4470.79,-7.19,-0.16,55022.36,5887.51,4907
2024-01-16,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4464.68,4482.89,4419.13,4476.71,5.91,0.13,63217.72,6632.5,4907
2024-01-17,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4466.46,4466.46,4369.74,4369.74,-106.96,-2.39,57860.9,6199.05,4907
2024-01-18,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4347.08,4394.07,4262.89,4390.95,21.21,0.49,81177.08,8421.95,4909
2024-01-19,902,中证流通指数,中证流通,CSI Free Float Index,CSI Free Float,4379.42,4401.99,4350.69,4360.3,-30.65,-0.7,58338.64,6480.27,4912
